predicted_utilization,dynamic_tariff,baseline_tariff,revenue_dynamic,revenue_baseline,simulated_utilization
1.0,22.5,15.0,118.125,78.75,0.85
1.0,22.5,15.0,10881.0,7254.0,0.85
1.0,22.5,15.0,3901.8750007500003,2601.2500005,0.85
1.0,22.5,15.0,255.9375,170.625,0.85
1.0,22.5,15.0,321.562500075,214.37500004999998,0.85
1.0,22.5,15.0,216.5625,144.375,0.85
1.0,22.5,15.0,3238.5500009999996,2159.0333339999997,0.85
0.9991666666666668,22.5,15.0,395.631249975,263.75416665,0.8492916666666668
1.0,22.5,15.0,521.250000075,347.50000005000004,0.85
0.3478260869565224,11.647826086956538,15.0,54.356521743013126,70.000000005,0.3478260869565224
1.0,22.5,15.0,5446.87499925,3631.2499995,0.85
0.2666666666666659,10.5,15.0,24.4999999965,34.999999995,0.31999999999999906
1.0,22.5,15.0,754.687500075,503.12500005,0.85
1.0,22.5,15.0,170.6249999925,113.749999995,0.85
0.533333333333333,16.099999999999994,15.0,9.391666661299997,8.749999995,0.533333333333333
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
0.833333333333333,22.5,15.0,65.62500000749999,43.750000005,0.708333333333333
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
1.0,22.5,15.0,190.31249999250002,126.87499999500001,0.85
1.0,22.5,15.0,188.16875001000002,125.44583334000001,0.85
0.1666666666666665,10.5,15.0,6.1249999965,8.749999995,0.1999999999999998
1.0,22.5,15.0,183.75000000749998,122.50000000499999,0.85
0.683333333333333,19.699999999999992,15.0,22.983333339899993,17.500000005,0.683333333333333
1.0,22.5,15.0,39.375,26.25,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,440.62499992499994,293.74999994999996,0.85
0.3139230769230765,10.834153846153837,15.0,202.23753849765217,280.00000005000004,0.3139230769230765
1.0,22.5,15.0,275.625,183.75,0.85
1.0,22.5,15.0,190.31249999250002,126.87499999500001,0.85
0.3341666666666663,11.319999999999991,15.0,26.413333329559983,34.999999995,0.3341666666666663
0.7999999999999985,22.499999999999964,15.0,26.25000000749996,17.500000005,0.7999999999999985
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
0.0499999999999999,10.5,15.0,131.25,187.5,0.05999999999999987
1.0,22.5,15.0,118.125,78.75,0.85
0.9996969696969696,22.5,15.0,271.381250025,180.92083335,0.8497424242424242
0.6688888888888882,19.353333333333318,15.0,45.15777777132663,34.999999995,0.6688888888888882
1.0,22.5,15.0,1575.0,1050.0,0.85
1.0,22.5,15.0,6245.62499925,4163.7499995,0.85
1.0,22.5,15.0,367.49999992499994,244.99999995,0.85
1.0,22.5,15.0,900.0,600.0,0.85
0.0,10.5,15.0,0.0,0.0,0.0
0.0,10.5,15.0,0.0,0.0,0.0
1.0,22.5,15.0,223.12500000749998,148.750000005,0.85
1.0,22.5,15.0,177.1875,118.125,0.85
0.9991666666666668,22.5,15.0,157.5,105.0,0.8492916666666668
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
1.0,22.5,15.0,183.75000000749998,122.50000000499999,0.85
0.1666666666666664,10.5,15.0,12.2500000035,17.500000005,0.19999999999999968
1.0,22.5,15.0,1588.124999925,1058.74999995,0.85
0.3333333333333329,11.29999999999999,15.0,13.18333333709999,17.500000005,0.3333333333333329
1.0,22.5,15.0,1614.375,1076.25,0.85
1.0,22.5,15.0,275.625,183.75,0.85
1.0,22.5,15.0,170.6249999925,113.749999995,0.85
0.1000000000000001,10.5,15.0,6.1249999965,8.749999995,0.12000000000000012
1.0,22.5,15.0,118.125,78.75,0.85
0.9975,22.5,15.0,82.9500000075,55.300000005,0.847875
1.0,22.5,15.0,3003.75,2002.5,0.85
1.0,22.5,15.0,825.937499925,550.6249999500001,0.85
0.6245,18.288000000000004,15.0,96.01200000000001,78.75,0.6245
1.0,22.5,15.0,411.4250001,274.2833334,0.85
1.0,22.5,15.0,1422.187499925,948.1249999500001,0.85
0.338333333333333,11.419999999999991,15.0,26.64666666285998,34.999999995,0.338333333333333
1.0,22.5,15.0,91.8749999925,61.249999994999996,0.85
0.125750525024432,10.5,15.0,12.2500000035,17.500000005,0.15090063002931842
0.5,15.3,15.0,26.775000000000002,26.25,0.5
1.0,22.5,15.0,1338.75,892.5,0.85
0.2196739130434782,10.5,15.0,36.75,52.5,0.2636086956521738
1.0,22.5,15.0,39.375,26.25,0.85
1.0,22.5,15.0,7666.749999000001,5111.166666,0.85
1.0,22.5,15.0,85.31250000749999,56.875000005,0.85
1.0,22.5,15.0,971.250000075,647.5000000499999,0.85
1.0,22.5,15.0,450.8874999,300.5916666,0.85
1.0,22.5,15.0,39.375,26.25,0.85
0.935,22.5,15.0,43.487500005,28.99166667,0.7947500000000001
1.0,22.5,15.0,5400.0,3600.0,0.85
1.0,22.5,15.0,170.6249999925,113.749999995,0.85
1.0,22.5,15.0,800.624999925,533.7499999500001,0.85
0.6616666666666658,19.17999999999998,15.0,22.376666673059976,17.500000005,0.6616666666666658
1.0,22.5,15.0,1030.312500075,686.8750000499999,0.85
0.169820242582269,10.5,15.0,69.5800000035,99.40000000500001,0.2037842910987228
1.0,22.5,15.0,74.3312499975,49.554166665,0.85
0.0,10.5,15.0,0.0,0.0,0.0
0.5,15.3,15.0,44.6250000051,43.750000005,0.5
0.0098039215686274,10.5,15.0,0.0,0.0,0.01176470588235288
1.0,22.5,15.0,3681.6875010000003,2454.458334,0.85
0.5,15.3,15.0,0.0,0.0,0.5
0.501904761904762,15.345714285714287,15.0,53.71000000000001,52.5,0.501904761904762
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
0.337380952380952,11.397142857142848,15.0,13.296666670465704,17.500000005,0.337380952380952
1.0,22.5,15.0,6206.625000000001,4137.75,0.85
1.0,22.5,15.0,1063.125,708.75,0.85
0.5,15.3,15.0,4.4625000051,4.3750000049999995,0.5
0.6666666666666659,19.299999999999983,15.0,45.033333326899964,34.999999995,0.6666666666666659
0.8439104938271599,22.5,15.0,137.8125,91.875,0.7173239197530858
0.9933333333333332,22.5,15.0,13.1249999925,8.749999995,0.8443333333333332
0.1333333333333329,10.5,15.0,12.2500000035,17.500000005,0.15999999999999945
1.0,22.5,15.0,91.8749999925,61.249999994999996,0.85
1.0,22.5,15.0,1172.9999999249999,781.99999995,0.85
1.0,22.5,15.0,796.875000075,531.2500000499999,0.85
0.4105555555555551,13.153333333333324,15.0,7.672777773393328,8.749999995,0.4105555555555551
0.6849999999999998,19.739999999999995,15.0,46.05999999341999,34.999999995,0.6849999999999998
1.0,22.5,15.0,91.8749999925,61.249999994999996,0.85
1.0,22.5,15.0,1088.756250075,725.83750005,0.85
1.0,22.5,15.0,157.5,105.0,0.85
0.1291039678331564,10.5,15.0,18.375,26.25,0.15492476139978767
0.343333333333333,11.539999999999992,15.0,13.463333337179991,17.500000005,0.343333333333333
1.0,22.5,15.0,543.750000075,362.50000005000004,0.85
1.0,22.5,15.0,1209.375,806.25,0.85
1.0,22.5,15.0,406.87499992499994,271.24999994999996,0.85
0.5008333333333334,15.32,15.0,0.0,0.0,0.5008333333333334
0.0434782608695653,10.5,15.0,9.1875,13.125,0.052173913043478355
1.0,22.5,15.0,39.375,26.25,0.85
0.00125,10.5,15.0,0.0,0.0,0.0015
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
0.1649999999999997,10.5,15.0,0.0,0.0,0.19799999999999965
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
0.830333333333333,22.5,15.0,39.375,26.25,0.7057833333333331
1.0,22.5,15.0,4500.0,3000.0,0.85
1.0,22.5,15.0,351.83749995,234.5583333,0.85
0.75,21.3,15.0,80.7625000071,56.875000005,0.75
0.9515372023809524,22.5,15.0,321.562500075,214.37500004999998,0.8088066220238095
0.5788974358974361,17.193538461538466,15.0,80.23651282624402,70.000000005,0.5788974358974361
1.0,22.5,15.0,229.687499925,153.12499995000002,0.85
1.0,22.5,15.0,2870.325,1913.55,0.85
0.9530460858585854,22.5,15.0,2019.375,1346.25,0.8100891729797975
1.0,22.5,15.0,118.125,78.75,0.85
0.0833333333333333,10.5,15.0,6.1249999965,8.749999995,0.09999999999999996
0.775987654320987,21.923703703703687,15.0,179.04358025422133,122.50000000499999,0.775987654320987
1.0,22.5,15.0,109.06875000000001,72.7125,0.85
0.1699999999999998,10.5,15.0,6.1249999965,8.749999995,0.20399999999999974
0.5799999999999996,17.21999999999999,15.0,16.77515000573999,14.612500005,0.5799999999999996
1.0,22.5,15.0,610.3125,406.875,0.85
0.1202549019607841,10.5,15.0,6.1249999965,8.749999995,0.14430588235294092
0.1000000000000001,10.5,15.0,6.1249999965,8.749999995,0.12000000000000012
1.0,22.5,15.0,183.75000000749998,122.50000000499999,0.85
1.0,22.5,15.0,913.124999925,608.7499999500001,0.85
1.0,22.5,15.0,225.0,150.0,0.85
0.3333333333333329,11.29999999999999,15.0,6.5916666628999945,8.749999995,0.3333333333333329
1.0,22.5,15.0,488.62500007499995,325.75000005,0.85
1.0,22.5,15.0,1454.0625,969.375,0.85
1.0,22.5,15.0,249.374999925,166.24999995000002,0.85
0.5,15.3,15.0,26.775000000000002,26.25,0.5
1.0,22.5,15.0,118.125,78.75,0.85
1.0,22.5,15.0,1051.875,701.25,0.85
1.0,22.5,15.0,414.37500007500006,276.25000005000004,0.85
0.6930000000000001,19.932000000000002,15.0,46.50799999335601,34.999999995,0.6930000000000001
1.0,22.5,15.0,12260.625000749998,8173.750000499999,0.85
0.5833333333333343,17.300000000000022,15.0,45.41250000000006,39.375,0.5833333333333343
0.0006666666666666,10.5,15.0,0.0,0.0,0.0007999999999999199
0.6616666666666658,19.17999999999998,15.0,33.56499999999996,26.25,0.6616666666666658
0.0166666666666666,10.5,15.0,0.0,0.0,0.01999999999999992
0.7289090909090913,20.79381818181819,15.0,97.0378181887495,70.000000005,0.7289090909090913
0.1666666666666664,10.5,15.0,12.2500000035,17.500000005,0.19999999999999968
1.0,22.5,15.0,39.375,26.25,0.85
0.8878011315259867,22.5,15.0,262.500000075,175.00000004999998,0.7546309617970887
0.7171875,20.5125,15.0,209.398437431625,153.12499995000002,0.7171875
0.3888888888888886,12.633333333333328,15.0,29.477777773566654,34.999999995,0.3888888888888886
0.4009999999999993,12.923999999999984,15.0,15.078000004307983,17.500000005,0.4009999999999993
1.0,22.5,15.0,236.25,157.5,0.85
0.6695833333333325,19.369999999999983,15.0,112.9916666602099,87.499999995,0.6695833333333325
1.0,22.5,15.0,164.9999999925,109.999999995,0.85
0.9242123154623154,22.5,15.0,666.749999925,444.49999994999996,0.7855804681429681
1.0,22.5,15.0,78.75,52.5,0.85
1.0,22.5,15.0,6.5625000075,4.3750000049999995,0.85
0.6657777777777772,19.278666666666652,15.0,134.95066666666656,105.0,0.6657777777777772
1.0,22.5,15.0,853.125000075,568.7500000499999,0.85
1.0,22.5,15.0,864.375000075,576.2500000499999,0.85
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
1.0,22.5,15.0,652.637499975,435.09166665,0.85
1.0,22.5,15.0,78.75,52.5,0.85
0.3333333333333332,11.299999999999997,15.0,13.183333337099997,17.500000005,0.3333333333333332
1.0,22.5,15.0,2606.24999925,1737.4999995,0.85
1.0,22.5,15.0,972.8250000749999,648.55000005,0.85
1.0,22.5,15.0,566.250000075,377.50000005000004,0.85
1.0,22.5,15.0,1076.249999925,717.4999999500001,0.85
1.0,22.5,15.0,6468.75,4312.5,0.85
0.0,10.5,15.0,0.0,0.0,0.0
0.0833333333333333,10.5,15.0,6.1249999965,8.749999995,0.09999999999999996
1.0,22.5,15.0,575.250000075,383.50000005,0.85
0.8925555555555538,22.5,15.0,105.0000000075,70.000000005,0.7586722222222206
1.0,22.5,15.0,890.925000075,593.95000005,0.85
0.3611111111111112,11.966666666666669,15.0,90.74722221823335,113.749999995,0.3611111111111112
1.0,22.5,15.0,524.999999925,349.99999994999996,0.85
1.0,22.5,15.0,288.749999925,192.49999995000002,0.85
0.8181553030303028,22.5,15.0,118.125,78.75,0.6954320075757574
0.833333333333333,22.5,15.0,65.62500000749999,43.750000005,0.708333333333333
0.5791283524904218,17.199080459770123,15.0,50.16398468006255,43.750000005,0.5791283524904218
1.0,22.5,15.0,232.18125007499998,154.78750005,0.85
1.0,22.5,15.0,39.375,26.25,0.85
1.0,22.5,15.0,952.499999925,634.9999999500001,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
1.0,22.5,15.0,241.062500025,160.70833335,0.85
1.0,22.5,15.0,118.125,78.75,0.85
0.3998888888888882,12.897333333333316,15.0,0.0,0.0,0.3998888888888882
1.0,22.5,15.0,754.687500075,503.12500005,0.85
1.0,22.5,15.0,301.875000075,201.25000004999998,0.85
1.0,22.5,15.0,118.125,78.75,0.85
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,78.75,52.5,0.85
1.0,22.5,15.0,124.6875000075,83.125000005,0.85
1.0,22.5,15.0,367.49999992499994,244.99999995,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
1.0,22.5,15.0,913.124999925,608.7499999500001,0.85
0.976679668990014,22.5,15.0,170.6249999925,113.749999995,0.8301777186415119
0.5,15.3,15.0,4.4625000051,4.3750000049999995,0.5
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
1.0,22.5,15.0,164.9999999925,109.999999995,0.85
0.833333333333333,22.5,15.0,65.62500000749999,43.750000005,0.708333333333333
1.0,22.5,15.0,98.4375,65.625,0.85
1.0,22.5,15.0,796.875000075,531.2500000499999,0.85
1.0,22.5,15.0,354.375,236.25,0.85
0.5847709266042603,17.334502238502246,15.0,70.78255080143933,61.249999994999996,0.5847709266042603
1.0,22.5,15.0,13852.500000749998,9235.0000005,0.85
0.0,10.5,15.0,0.0,0.0,0.0
0.3359696969696966,11.363272727272719,15.0,23.20001515530289,30.625000004999997,0.3359696969696966
0.93374074074074,22.5,15.0,91.8749999925,61.249999994999996,0.793679629629629
0.3298055555555551,11.215333333333323,15.0,13.084555559293989,17.500000005,0.3298055555555551
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
0.005,10.5,15.0,0.0,0.0,0.006
1.0,22.5,15.0,133.13124999000001,88.75416666000001,0.85
1.0,22.5,15.0,870.450000075,580.30000005,0.85
0.9178418803418812,22.5,15.0,144.3750000075,96.250000005,0.780165598290599
1.0,22.5,15.0,196.875,131.25,0.85
0.7075000000000005,20.280000000000012,15.0,130.13000000676007,96.250000005,0.7075000000000005
1.0,22.5,15.0,255.9375,170.625,0.85
0.8349999999999997,22.5,15.0,45.9375000075,30.625000004999997,0.7097499999999998
1.0,22.5,15.0,1048.124999925,698.7499999500001,0.85
0.6741562729788305,19.479750551491932,15.0,380.666792092004,293.12500005000004,0.6741562729788305
0.4965897435897436,15.218153846153847,15.0,53.26353846153846,52.5,0.4965897435897436
1.0,22.5,15.0,157.5,105.0,0.85
1.0,22.5,15.0,896.249999925,597.4999999500001,0.85
1.0,22.5,15.0,367.49999992499994,244.99999995,0.85
1.0,22.5,15.0,1222.499999925,814.9999999500001,0.85
0.6509999999999991,18.923999999999978,15.0,44.15599999369195,34.999999995,0.6509999999999991
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
1.0,22.5,15.0,78.75,52.5,0.85
0.998,22.5,15.0,151.875,101.25,0.8482999999999999
0.97,22.5,15.0,13.1249999925,8.749999995,0.8245
0.1000000000000001,10.5,15.0,6.1249999965,8.749999995,0.12000000000000012
0.25,10.5,15.0,12.2500000035,17.500000005,0.3
1.0,22.5,15.0,1487.3625000000002,991.575,0.85
1.0,22.5,15.0,39.375,26.25,0.85
1.0,22.5,15.0,124.6875000075,83.125000005,0.85
0.5039164086687307,15.393993808049537,15.0,143.67727553666435,139.999999995,0.5039164086687307
1.0,22.5,15.0,118.125,78.75,0.85
1.0,22.5,15.0,242.812500075,161.87500004999998,0.85
0.3316666666666663,11.259999999999991,15.0,6.568333329579994,8.749999995,0.3316666666666663
1.0,22.5,15.0,2302.49999925,1534.9999995,0.85
0.1411547797133617,10.5,15.0,18.375,26.25,0.16938573565603404
0.0833333333333332,10.5,15.0,6.1249999965,8.749999995,0.09999999999999984
0.1270580481036077,10.5,15.0,12.2500000035,17.500000005,0.15246965772432924
1.0,22.5,15.0,380.62500007500006,253.75000005,0.85
1.0,22.5,15.0,463.31250007499995,308.87500005,0.85
0.996,22.5,15.0,58.099999995,38.73333333,0.8466
1.0,22.5,15.0,91.8749999925,61.249999994999996,0.85
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,405.93750007500006,270.62500005000004,0.85
1.0,22.5,15.0,4275.0,2850.0,0.85
0.995,22.5,15.0,52.4999999925,34.999999995,0.84575
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
0.5133333333333333,15.62,15.0,18.22333333854,17.500000005,0.5133333333333333
0.1816393442622947,10.5,15.0,18.375,26.25,0.21796721311475362
1.0,22.5,15.0,118.125,78.75,0.85
0.511,15.564,15.0,45.395000005187995,43.750000005,0.511
0.340833333333333,11.479999999999992,15.0,20.089999999999986,26.25,0.340833333333333
1.0,22.5,15.0,1352.8125,901.875,0.85
1.0,22.5,15.0,1936.3124999249999,1290.8749999499998,0.85
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
0.333333333333333,11.299999999999992,15.0,141.2499999999999,187.5,0.333333333333333
1.0,22.5,15.0,707.600000025,471.73333335,0.85
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
0.1608333333333331,10.5,15.0,0.0,0.0,0.19299999999999973
1.0,22.5,15.0,620.624999925,413.74999994999996,0.85
0.7075645342312008,20.281548821548817,15.0,475.05021108135884,351.3416667,0.7075645342312008
1.0,22.5,15.0,124.6875000075,83.125000005,0.85
1.0,22.5,15.0,354.375,236.25,0.85
1.0,22.5,15.0,39.375,26.25,0.85
0.2888100249918184,10.5,15.0,61.249999996499994,87.499999995,0.34657202999018205
1.0,22.5,15.0,183.75000000749998,122.50000000499999,0.85
0.4615083527583523,14.376200466200455,15.0,67.08893551372753,70.000000005,0.4615083527583523
1.0,22.5,15.0,209.99999999250002,139.999999995,0.85
1.0,22.5,15.0,1735.3125,1156.875,0.85
0.0098039215686274,10.5,15.0,0.0,0.0,0.01176470588235288
1.0,22.5,15.0,301.875000075,201.25000004999998,0.85
0.1288888888888886,10.5,15.0,6.1249999965,8.749999995,0.1546666666666663
1.0,22.5,15.0,295.3125,196.875,0.85
1.0,22.5,15.0,613.125,408.75,0.85
1.0,22.5,15.0,157.5,105.0,0.85
0.3511758639910811,11.728220735785946,15.0,38.85950470066136,49.699999995,0.3511758639910811
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
0.7438248988931457,21.1517975734355,15.0,376.3257318978793,266.87500005000004,0.7438248988931457
0.0857572604513502,10.5,15.0,36.75,52.5,0.10290871254162023
0.0001388888888888,10.5,15.0,0.0,0.0,0.00016666666666656
0.8533333333333333,22.5,15.0,825.000000075,550.0000000499999,0.7253333333333333
1.0,22.5,15.0,5881.87500075,3921.2500005,0.85
0.7427777777777778,21.126666666666665,15.0,92.42916666666666,65.625,0.7427777777777778
1.0,22.5,15.0,872.812500075,581.8750000499999,0.85
1.0,22.5,15.0,24572.8125,16381.875,0.85
0.4663890883840251,14.493338121216603,15.0,150.9722721443174,156.25000004999998,0.4663890883840251
1.0,22.5,15.0,118.125,78.75,0.85
0.1000000000000001,10.5,15.0,6.1249999965,8.749999995,0.12000000000000012
1.0,22.5,15.0,1666.874999925,1111.24999995,0.85
1.0,22.5,15.0,2347.49999925,1564.9999995,0.85
0.317101896501506,10.910445516036145,15.0,63.64426550657402,87.499999995,0.317101896501506
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,472.95,315.3,0.85
1.0,22.5,15.0,288.749999925,192.49999995000002,0.85
1.0,22.5,15.0,2812.5,1875.0,0.85
1.0,22.5,15.0,228.750000075,152.50000004999998,0.85
1.0,22.5,15.0,433.125,288.75,0.85
0.358216351534748,11.897192436833953,15.0,93.69039044006738,118.125,0.358216351534748
0.2073357189329861,10.5,15.0,67.3750000035,96.250000005,0.24880286271958332
0.6000000000000008,17.700000000000017,15.0,0.0,0.0,0.6000000000000008
0.1666666666666665,10.5,15.0,3.0625000035,4.3750000049999995,0.1999999999999998
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.0999999999999998,10.5,15.0,18.375,26.25,0.11999999999999975
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
1.0,22.5,15.0,328.124999925,218.74999995000002,0.85
1.0,22.5,15.0,1536.562500075,1024.37500005,0.85
0.5066666666666667,15.46,15.0,27.055,26.25,0.5066666666666667
1.0,22.5,15.0,223.12500000749998,148.750000005,0.85
0.1904761904761898,10.5,15.0,24.4999999965,34.999999995,0.22857142857142776
1.0,22.5,15.0,242.812500075,161.87500004999998,0.85
1.0,22.5,15.0,98.4375,65.625,0.85
1.0,22.5,15.0,177.1875,118.125,0.85
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
0.6365000000000005,18.576000000000015,15.0,32.508000000000024,26.25,0.6365000000000005
0.3333333333333329,11.29999999999999,15.0,0.0,0.0,0.3333333333333329
0.2218867924528297,10.5,15.0,24.4999999965,34.999999995,0.2662641509433956
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
0.2940066592674803,10.5,15.0,30.6250000035,43.750000005,0.3528079911209764
1.0,22.5,15.0,603.749999925,402.49999994999996,0.85
0.5,15.3,15.0,26.775000000000002,26.25,0.5
0.3666666666666671,12.10000000000001,15.0,77.64166667070008,96.250000005,0.3666666666666671
0.2200493198465294,10.5,15.0,24.4999999965,34.999999995,0.26405918381583526
0.9994444444444444,22.5,15.0,3501.74999925,2334.4999995,0.8495277777777777
0.8316666666666661,22.5,15.0,52.4999999925,34.999999995,0.7069166666666662
0.1132075471698109,10.5,15.0,55.125,78.75,0.13584905660377306
0.9907692307692308,22.5,15.0,1813.124999925,1208.74999995,0.8421538461538463
1.0,22.5,15.0,826.875,551.25,0.85
1.0,22.5,15.0,1291.5125001000001,861.0083334,0.85
0.25,10.5,15.0,6.1249999965,8.749999995,0.3
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,301.875000075,201.25000004999998,0.85
1.0,22.5,15.0,65.62500000749999,43.750000005,0.85
1.0,22.5,15.0,3195.0,2130.0,0.85
1.0,22.5,15.0,452.8125,301.875,0.85
0.833333333333333,22.5,15.0,65.62500000749999,43.750000005,0.708333333333333
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.4573611111111115,14.276666666666676,15.0,133.2488888841301,139.999999995,0.4573611111111115
0.5,15.3,15.0,26.775000000000002,26.25,0.5
0.0,10.5,15.0,0.0,0.0,0.0
0.3655555555555553,12.073333333333327,15.0,7.04277777375333,8.749999995,0.3655555555555553
1.0,22.5,15.0,1018.125,678.75,0.85
1.0,22.5,15.0,421.875,281.25,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
0.795333333333332,22.38799999999997,15.0,65.2983333407959,43.750000005,0.795333333333332
1.0,22.5,15.0,157.5,105.0,0.85
0.9715,22.5,15.0,1406.25,937.5,0.825775
1.0,22.5,15.0,203.43750000749998,135.625000005,0.85
1.0,22.5,15.0,124.6875000075,83.125000005,0.85
1.0,22.5,15.0,1330.3125,886.875,0.85
1.0,22.5,15.0,315.39375,210.2625,0.85
0.3966666666666667,12.820000000000002,15.0,29.913333329060006,34.999999995,0.3966666666666667
1.0,22.5,15.0,330.000000075,220.00000004999998,0.85
1.0,22.5,15.0,5026.8375,3351.225,0.85
0.1546153846153841,10.5,15.0,12.2500000035,17.500000005,0.1855384615384609
0.647138888888889,18.831333333333337,15.0,54.92472222849934,43.750000005,0.647138888888889
1.0,22.5,15.0,39.375,26.25,0.85
1.0,22.5,15.0,541.874999925,361.24999994999996,0.85
0.0,10.5,15.0,0.0,0.0,0.0
1.0,22.5,15.0,249.374999925,166.24999995000002,0.85
0.5,15.3,15.0,0.0,0.0,0.5
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
0.3397777777777777,11.454666666666665,15.0,13.363777781596,17.500000005,0.3397777777777777
0.3207050645481623,10.996921549155894,15.0,109.05280536612825,148.750000005,0.3207050645481623
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,1970.624999925,1313.74999995,0.85
0.3186223284669451,10.946935883206683,15.0,128.62649662767853,176.25,0.3186223284669451
1.0,22.5,15.0,223.12500000749998,148.750000005,0.85
0.2009999999999996,10.5,15.0,19.4162500035,27.737500005,0.2411999999999995
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
1.0,22.5,15.0,485.62499992499994,323.74999994999996,0.85
0.0,10.5,15.0,0.0,0.0,0.0
1.0,22.5,15.0,913.124999925,608.7499999500001,0.85
0.6666666666666659,19.299999999999983,15.0,22.516666673099984,17.500000005,0.6666666666666659
0.6246803196803197,18.292327672327673,15.0,53.35262238371982,43.750000005,0.6246803196803197
1.0,22.5,15.0,9144.37500075,6096.2500005,0.85
1.0,22.5,15.0,461.73750007499996,307.82500004999997,0.85
0.5,15.3,15.0,53.550000000000004,52.5,0.5
0.3037436404748448,10.589847371396276,15.0,67.95152063665606,96.250000005,0.3037436404748448
0.8924999999999983,22.5,15.0,78.75,52.5,0.7586249999999986
1.0,22.5,15.0,913.124999925,608.7499999500001,0.85
1.0,22.5,15.0,183.75000000749998,122.50000000499999,0.85
0.997,22.5,15.0,91.8749999925,61.249999994999996,0.8474499999999999
0.125,10.5,15.0,18.375,26.25,0.15
1.0,22.5,15.0,1363.124999925,908.7499999500001,0.85
1.0,22.5,15.0,177.1875,118.125,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.1699999999999998,10.5,15.0,6.1249999965,8.749999995,0.20399999999999974
1.0,22.5,15.0,1378.125,918.75,0.85
1.0,22.5,15.0,630.0,420.0,0.85
1.0,22.5,15.0,4154.3000010000005,2769.533334,0.85
0.1089607635206784,10.5,15.0,12.2500000035,17.500000005,0.13075291622481408
1.0,22.5,15.0,518.437500075,345.62500005000004,0.85
0.7763141025641025,21.93153846153846,15.0,1383.514551208946,946.2499999500001,0.7763141025641025
0.3333333333333329,11.29999999999999,15.0,13.18333333709999,17.500000005,0.3333333333333329
1.0,22.5,15.0,465.00000007500006,310.00000005000004,0.85
0.8864999999999996,22.5,15.0,128.9999999925,85.999999995,0.7535249999999997
1.0,22.5,15.0,3388.1249992499997,2258.7499995,0.85
1.0,22.5,15.0,1023.75,682.5,0.85
1.0,22.5,15.0,214.89999999750003,143.266666665,0.85
1.0,22.5,15.0,118.125,78.75,0.85
0.533282051282051,16.09876923076922,15.0,56.345692307692275,52.5,0.533282051282051
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.6666666666666659,19.299999999999983,15.0,45.033333326899964,34.999999995,0.6666666666666659
1.0,22.5,15.0,2945.6250007500003,1963.7500005000002,0.85
1.0,22.5,15.0,761.249999925,507.49999995,0.85
1.0,22.5,15.0,164.0625000075,109.375000005,0.85
1.0,22.5,15.0,223.12500000749998,148.750000005,0.85
1.0,22.5,15.0,571.875000075,381.25000005000004,0.85
1.0,22.5,15.0,1156.875000075,771.2500000499999,0.85
1.0,22.5,15.0,78.75,52.5,0.85
1.0,22.5,15.0,428.92499992499995,285.94999995,0.85
0.4166666666666665,13.299999999999997,15.0,31.033333328899996,34.999999995,0.4166666666666665
0.836055555555555,22.5,15.0,123.1125000075,82.075000005,0.7106472222222218
1.0,22.5,15.0,150.9374999925,100.624999995,0.85
0.7249444444444442,20.69866666666666,15.0,80.57530963422931,58.39166667,0.7249444444444442
