predicted_utilization,dynamic_tariff,baseline_tariff,revenue_dynamic,revenue_baseline,simulated_utilization
0.1967213114754097,10.5,15.0,27.5625,39.375,0.23606557377049162
0.5654444444444446,16.870666666666672,15.0,0.0,0.0,0.5654444444444446
0.3333333333333329,11.29999999999999,15.0,13.18333333709999,17.500000005,0.3333333333333329
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,288.749999925,192.49999995000002,0.85
1.0,22.5,15.0,2195.624999925,1463.74999995,0.85
1.0,22.5,15.0,636.562500075,424.37500005000004,0.85
0.4465,14.016,15.0,40.880000004672,43.750000005,0.4465
0.0923921568627449,10.5,15.0,6.1249999965,8.749999995,0.11087058823529389
1.0,22.5,15.0,7998.75,5332.5,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.25,10.5,15.0,18.375,26.25,0.3
1.0,22.5,15.0,137.8125,91.875,0.85
1.0,22.5,15.0,9000.0,6000.0,0.85
0.998,22.5,15.0,52.4999999925,34.999999995,0.8482999999999999
0.5334871794871792,16.1036923076923,15.0,56.362923076923046,52.5,0.5334871794871792
0.0,10.5,15.0,0.0,0.0,0.0
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
1.0,22.5,15.0,439.68750007500006,293.12500005000004,0.85
1.0,22.5,15.0,545.625,363.75,0.85
0.3493119658119656,11.683487179487175,15.0,32.61640171329619,41.875000005,0.3493119658119656
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,6018.75,4012.5,0.85
1.0,22.5,15.0,2392.49999925,1594.9999995,0.85
1.0,22.5,15.0,249.374999925,166.24999995000002,0.85
1.0,22.5,15.0,1141.875,761.25,0.85
1.0,22.5,15.0,39.375,26.25,0.85
0.6666666666666659,19.299999999999983,15.0,22.516666673099984,17.500000005,0.6666666666666659
1.0,22.5,15.0,157.5,105.0,0.85
1.0,22.5,15.0,9000.0,6000.0,0.85
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,1209.375,806.25,0.85
0.1999999999999995,10.5,15.0,18.375,26.25,0.2399999999999994
1.0,22.5,15.0,85.31250000749999,56.875000005,0.85
1.0,22.5,15.0,87.7187499975,58.479166665,0.85
0.6805586080586078,19.633406593406587,15.0,64.9756683673424,49.64166666,0.6805586080586078
1.0,22.5,15.0,39.375,26.25,0.85
0.25,10.5,15.0,6.1249999965,8.749999995,0.3
0.4674853801169582,14.519649122806998,15.0,33.87918128170978,34.999999995,0.4674853801169582
1.0,22.5,15.0,531.5625,354.375,0.85
1.0,22.5,15.0,1056.562499925,704.3749999500001,0.85
0.5,15.3,15.0,8.9249999949,8.749999995,0.5
1.0,22.5,15.0,3170.49999975,2113.6666665,0.85
1.0,22.5,15.0,361.85625,241.23749999999998,0.85
1.0,22.5,15.0,6043.12499925,4028.7499995,0.85
1.0,22.5,15.0,621.206250075,414.13750005,0.85
0.9995833333333332,22.5,15.0,236.25,157.5,0.8496458333333332
0.1111111111111108,10.5,15.0,24.4999999965,34.999999995,0.13333333333333294
0.0769230769230769,10.5,15.0,6.1249999965,8.749999995,0.09230769230769227
1.0,22.5,15.0,230.625,153.75,0.85
1.0,22.5,15.0,118.125,78.75,0.85
1.0,22.5,15.0,157.5,105.0,0.85
0.9991666666666668,22.5,15.0,78.75,52.5,0.8492916666666668
1.0,22.5,15.0,264.687500025,176.45833335,0.85
0.4850897327980658,14.942153587153578,15.0,1326.11613085988,1331.25,0.4850897327980658
1.0,22.5,15.0,446.24999992499994,297.49999994999996,0.85
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
1.0,22.5,15.0,468.9999999,312.6666666,0.85
1.0,22.5,15.0,262.500000075,175.00000004999998,0.85
0.9628630536130536,22.5,15.0,164.9999999925,109.999999995,0.8184335955710955
1.0,22.5,15.0,1145.625000075,763.7500000499999,0.85
